"LOCATION","Country","TYPE_VAR","Type of indicator","VARIABLE","Indicator","WB","Current/Future Well-being","SEX","Sex","AGE","Age","EDUCATION","Education","TIME","Time","Value","Flag Codes","Flags"
"AUT","Austria","HOR","Gap between groups (horizontal inequality)","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2021","2021",83.5301041603088,,
"AUT","Austria","HOR","Gap between groups (horizontal inequality)","11_1","Life satisfaction","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2013","2013",8.19015362093986,,
"AUT","Austria","HOR","Gap between groups (horizontal inequality)","11_1","Life satisfaction","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2018","2018",8.26844800971924,,
"AUT","Austria","HOR","Gap between groups (horizontal inequality)","11_1","Life satisfaction","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2021","2021",8.19306548786565,,
"AUT","Austria","HOR","Gap between groups (horizontal inequality)","11_2","Negative affect balance","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2010","2010",6.96621686220169,,
"AUT","Austria","HOR","Gap between groups (horizontal inequality)","11_2","Negative affect balance","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2011","2011",6.96621686220169,,
"AUT","Austria","HOR","Gap between groups (horizontal inequality)","11_2","Negative affect balance","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2012","2012",6.96621686220169,,
"AUT","Austria","HOR","Gap between groups (horizontal inequality)","11_2","Negative affect balance","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2013","2013",6.96621686220169,,
"AUT","Austria","HOR","Gap between groups (horizontal inequality)","11_2","Negative affect balance","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2014","2014",6.96621686220169,,
"AUT","Austria","HOR","Gap between groups (horizontal inequality)","11_2","Negative affect balance","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2015","2015",6.96621686220169,,
"AUT","Austria","HOR","Gap between groups (horizontal inequality)","11_2","Negative affect balance","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2016","2016",6.96621686220169,,
"AUT","Austria","HOR","Gap between groups (horizontal inequality)","11_2","Negative affect balance","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2017","2017",6.96621686220169,,
"AUT","Austria","HOR","Gap between groups (horizontal inequality)","11_2","Negative affect balance","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2018","2018",6.96621686220169,,
"AUT","Austria","HOR","Gap between groups (horizontal inequality)","11_2","Negative affect balance","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2019","2019",6.96621686220169,,
"AUT","Austria","HOR","Gap between groups (horizontal inequality)","11_2","Negative affect balance","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2020","2020",6.96621686220169,,
"AUT","Austria","HOR","Gap between groups (horizontal inequality)","11_2","Negative affect balance","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2021","2021",6.96621686220169,,
"BEL","Belgium","HOR","Gap between groups (horizontal inequality)","7_1","Social support","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2010","2010",94.1217124462128,,
"BEL","Belgium","HOR","Gap between groups (horizontal inequality)","7_1","Social support","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2011","2011",94.1217124462128,,
"BEL","Belgium","HOR","Gap between groups (horizontal inequality)","7_1","Social support","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2012","2012",94.1217124462128,,
"BEL","Belgium","HOR","Gap between groups (horizontal inequality)","7_1","Social support","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2013","2013",94.1217124462128,,
"BEL","Belgium","HOR","Gap between groups (horizontal inequality)","7_1","Social support","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2014","2014",94.1217124462128,,
"BEL","Belgium","HOR","Gap between groups (horizontal inequality)","7_1","Social support","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2015","2015",94.1217124462128,,
"BEL","Belgium","HOR","Gap between groups (horizontal inequality)","7_1","Social support","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2016","2016",94.1217124462128,,
"BEL","Belgium","HOR","Gap between groups (horizontal inequality)","7_1","Social support","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2017","2017",94.1217124462128,,
"BEL","Belgium","HOR","Gap between groups (horizontal inequality)","7_1","Social support","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2018","2018",94.1217124462128,,
"BEL","Belgium","HOR","Gap between groups (horizontal inequality)","7_1","Social support","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2019","2019",94.1217124462128,,
"BEL","Belgium","HOR","Gap between groups (horizontal inequality)","7_1","Social support","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2020","2020",94.1217124462128,,
"BEL","Belgium","HOR","Gap between groups (horizontal inequality)","7_1","Social support","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2021","2021",94.1217124462128,,
"BEL","Belgium","HOR","Gap between groups (horizontal inequality)","7_1","Social support","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2022","2022",94.1217124462128,,
"BEL","Belgium","HOR","Gap between groups (horizontal inequality)","7_2","Time spent in social interactions","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2012","2012",6.13388109111258,,
"BEL","Belgium","HOR","Gap between groups (horizontal inequality)","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2010","2010",72.5106537342072,,
"BEL","Belgium","HOR","Gap between groups (horizontal inequality)","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2011","2011",72.5106537342072,,
"BEL","Belgium","HOR","Gap between groups (horizontal inequality)","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2012","2012",72.5106537342072,,
"BEL","Belgium","HOR","Gap between groups (horizontal inequality)","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2013","2013",72.5106537342072,,
"BEL","Belgium","HOR","Gap between groups (horizontal inequality)","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2014","2014",72.5106537342072,,
"BEL","Belgium","HOR","Gap between groups (horizontal inequality)","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2015","2015",72.5106537342072,,
"BEL","Belgium","HOR","Gap between groups (horizontal inequality)","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2016","2016",72.5106537342072,,
"BEL","Belgium","HOR","Gap between groups (horizontal inequality)","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2017","2017",72.5106537342072,,
"BEL","Belgium","HOR","Gap between groups (horizontal inequality)","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2018","2018",72.5106537342072,,
"BEL","Belgium","HOR","Gap between groups (horizontal inequality)","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2019","2019",72.5106537342072,,
"BEL","Belgium","HOR","Gap between groups (horizontal inequality)","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2020","2020",72.5106537342072,,
"BEL","Belgium","HOR","Gap between groups (horizontal inequality)","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2021","2021",72.5106537342072,,
"BEL","Belgium","HOR","Gap between groups (horizontal inequality)","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2022","2022",72.5106537342072,,
"BEL","Belgium","HOR","Gap between groups (horizontal inequality)","11_2","Negative affect balance","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2010","2010",11.1406393349171,,
"BEL","Belgium","HOR","Gap between groups (horizontal inequality)","11_2","Negative affect balance","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2011","2011",11.1406393349171,,
"BEL","Belgium","HOR","Gap between groups (horizontal inequality)","11_2","Negative affect balance","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2012","2012",11.1406393349171,,
"BEL","Belgium","HOR","Gap between groups (horizontal inequality)","11_2","Negative affect balance","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2013","2013",11.1406393349171,,
"BEL","Belgium","HOR","Gap between groups (horizontal inequality)","11_2","Negative affect balance","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2014","2014",11.1406393349171,,
"BEL","Belgium","HOR","Gap between groups (horizontal inequality)","11_2","Negative affect balance","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2015","2015",11.1406393349171,,
"BEL","Belgium","HOR","Gap between groups (horizontal inequality)","11_2","Negative affect balance","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2016","2016",11.1406393349171,,
"BEL","Belgium","HOR","Gap between groups (horizontal inequality)","11_2","Negative affect balance","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2017","2017",11.1406393349171,,
"BEL","Belgium","HOR","Gap between groups (horizontal inequality)","11_2","Negative affect balance","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2018","2018",11.1406393349171,,
"BEL","Belgium","HOR","Gap between groups (horizontal inequality)","11_2","Negative affect balance","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2019","2019",11.1406393349171,,
"BEL","Belgium","HOR","Gap between groups (horizontal inequality)","11_2","Negative affect balance","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2020","2020",11.1406393349171,,
"BEL","Belgium","HOR","Gap between groups (horizontal inequality)","11_2","Negative affect balance","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2021","2021",11.1406393349171,,
"CAN","Canada","HOR","Gap between groups (horizontal inequality)","7_1","Social support","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2011","2011",95.3045904636383,,
"CAN","Canada","HOR","Gap between groups (horizontal inequality)","7_1","Social support","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2012","2012",95.3045904636383,,
"CAN","Canada","HOR","Gap between groups (horizontal inequality)","7_1","Social support","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2013","2013",95.3045904636383,,
"CAN","Canada","HOR","Gap between groups (horizontal inequality)","7_1","Social support","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2014","2014",95.3045904636383,,
"CAN","Canada","HOR","Gap between groups (horizontal inequality)","7_1","Social support","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2015","2015",95.3045904636383,,
"CAN","Canada","HOR","Gap between groups (horizontal inequality)","7_1","Social support","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2016","2016",95.3045904636383,,
"CAN","Canada","HOR","Gap between groups (horizontal inequality)","7_1","Social support","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2017","2017",95.3045904636383,,
"CAN","Canada","HOR","Gap between groups (horizontal inequality)","7_1","Social support","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2018","2018",95.3045904636383,,
"CAN","Canada","HOR","Gap between groups (horizontal inequality)","7_1","Social support","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2019","2019",95.3045904636383,,
"CAN","Canada","HOR","Gap between groups (horizontal inequality)","7_1","Social support","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2020","2020",95.3045904636383,,
"CAN","Canada","HOR","Gap between groups (horizontal inequality)","7_1","Social support","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2021","2021",95.3045904636383,,
"CAN","Canada","HOR","Gap between groups (horizontal inequality)","7_1","Social support","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2022","2022",95.3045904636383,,
"CAN","Canada","HOR","Gap between groups (horizontal inequality)","7_2","Time spent in social interactions","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2015","2015",6.8232654,,
"CAN","Canada","HOR","Gap between groups (horizontal inequality)","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2011","2011",77.3069560527802,,
"CAN","Canada","HOR","Gap between groups (horizontal inequality)","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2012","2012",77.3069560527802,,
"CAN","Canada","HOR","Gap between groups (horizontal inequality)","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2014","2014",77.3069560527802,,
"CAN","Canada","HOR","Gap between groups (horizontal inequality)","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2017","2017",77.3069560527802,,
"CAN","Canada","HOR","Gap between groups (horizontal inequality)","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2018","2018",77.3069560527802,,
"CAN","Canada","HOR","Gap between groups (horizontal inequality)","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2019","2019",77.3069560527802,,
"CAN","Canada","HOR","Gap between groups (horizontal inequality)","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2020","2020",77.3069560527802,,
"CAN","Canada","HOR","Gap between groups (horizontal inequality)","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2021","2021",77.3069560527802,,
"CAN","Canada","HOR","Gap between groups (horizontal inequality)","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2022","2022",77.3069560527802,,
"CAN","Canada","HOR","Gap between groups (horizontal inequality)","11_2","Negative affect balance","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2010","2010",10.2973356842995,,
"CAN","Canada","HOR","Gap between groups (horizontal inequality)","11_2","Negative affect balance","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2011","2011",10.2973356842995,,
"CAN","Canada","HOR","Gap between groups (horizontal inequality)","11_2","Negative affect balance","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2012","2012",10.2973356842995,,
"CAN","Canada","HOR","Gap between groups (horizontal inequality)","11_2","Negative affect balance","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2013","2013",10.2973356842995,,
"CAN","Canada","HOR","Gap between groups (horizontal inequality)","11_2","Negative affect balance","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2014","2014",10.2973356842995,,
"CAN","Canada","HOR","Gap between groups (horizontal inequality)","11_2","Negative affect balance","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2015","2015",10.2973356842995,,
"CAN","Canada","HOR","Gap between groups (horizontal inequality)","11_2","Negative affect balance","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2016","2016",10.2973356842995,,
"CAN","Canada","HOR","Gap between groups (horizontal inequality)","11_2","Negative affect balance","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2017","2017",10.2973356842995,,
"CAN","Canada","HOR","Gap between groups (horizontal inequality)","11_2","Negative affect balance","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2018","2018",10.2973356842995,,
"CAN","Canada","HOR","Gap between groups (horizontal inequality)","11_2","Negative affect balance","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2019","2019",10.2973356842995,,
"CAN","Canada","HOR","Gap between groups (horizontal inequality)","11_2","Negative affect balance","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2020","2020",10.2973356842995,,
"CAN","Canada","HOR","Gap between groups (horizontal inequality)","11_2","Negative affect balance","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2021","2021",10.2973356842995,,
"CZE","Czechia","HOR","Gap between groups (horizontal inequality)","5_4","Self-reported depression","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2014","2014",0.7,,
"CZE","Czechia","HOR","Gap between groups (horizontal inequality)","5_4","Self-reported depression","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2019","2019",1.8,,
"CZE","Czechia","HOR","Gap between groups (horizontal inequality)","7_1","Social support","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2010","2010",94.595330953598,,
"CZE","Czechia","HOR","Gap between groups (horizontal inequality)","7_1","Social support","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2011","2011",94.595330953598,,
"CZE","Czechia","HOR","Gap between groups (horizontal inequality)","7_1","Social support","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2012","2012",94.595330953598,,
"CZE","Czechia","HOR","Gap between groups (horizontal inequality)","7_1","Social support","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2013","2013",94.595330953598,,
"CZE","Czechia","HOR","Gap between groups (horizontal inequality)","7_1","Social support","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2014","2014",94.595330953598,,
"CZE","Czechia","HOR","Gap between groups (horizontal inequality)","7_1","Social support","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2015","2015",94.595330953598,,
"CZE","Czechia","HOR","Gap between groups (horizontal inequality)","7_1","Social support","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2016","2016",94.595330953598,,
"CZE","Czechia","HOR","Gap between groups (horizontal inequality)","7_1","Social support","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2017","2017",94.595330953598,,
"CZE","Czechia","HOR","Gap between groups (horizontal inequality)","7_1","Social support","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2018","2018",94.595330953598,,
"CZE","Czechia","HOR","Gap between groups (horizontal inequality)","7_1","Social support","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2020","2020",94.595330953598,,
"CZE","Czechia","HOR","Gap between groups (horizontal inequality)","7_1","Social support","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2021","2021",94.595330953598,,
"CZE","Czechia","HOR","Gap between groups (horizontal inequality)","7_1","Social support","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2022","2022",94.595330953598,,
"CZE","Czechia","HOR","Gap between groups (horizontal inequality)","8_2","Voter turnout ","CWB","Current Well-being","TOT","Total population","YOUNG","Young","TOT","Total population","2013","2013",56.529296875,,
